,dbID,atcClassification,id
13531,DB15614,Drug,
13532,DB15615,Drug,
13533,DB15616,Drug,
13534,DB15617,Drug,
13535,DB15618,Drug,
13536,DB15619,Drug,
13537,DB15620,Drug,
13538,DB15621,Drug,
13539,DB15622,Drug,CHEMBL1618116
13540,DB15623,Drug,
13541,DB15624,Drug,CHEMBL510038
13542,DB15626,"L04AC22,L04AC,L04A,L04,L,Drug",
13543,DB15627,"L01FF07,L01FF,L01F,L01,L,Drug",
13544,DB15628,Drug,
13545,DB15629,Drug,
13546,DB15630,Drug,
13547,DB15631,Drug,
13548,DB15632,Drug,
13549,DB15633,Drug,
13550,DB15634,Drug,
13551,DB15635,Drug,
13552,DB15636,Drug,
13553,DB15637,Drug,CHEMBL3930624
13554,DB15638,Drug,CHEMBL3900409
13555,DB15639,Drug,CHEMBL3785909
13556,DB15640,Drug,CHEMBL88153
13557,DB15641,Drug,CHEMBL487
13558,DB15642,Drug,CHEMBL3646118
13559,DB15643,Drug,CHEMBL398940
13560,DB15644,Drug,CHEMBL256705
13561,DB15645,Drug,CHEMBL3348861
13562,DB15646,Drug,CHEMBL218427
13563,DB15647,Drug,
13564,DB15648,Drug,CHEMBL2104397
13565,DB15649,Drug,
13566,DB15650,Drug,
13567,DB15651,Drug,CHEMBL2105845
13568,DB15652,Drug,CHEMBL3121849
13569,DB15653,Drug,CHEMBL517231
13570,DB15654,Drug,
13571,DB15655,Drug,
13572,DB15656,Drug,
13573,DB15657,Drug,
13574,DB15658,Drug,CHEMBL3183654
13575,DB15659,Drug,
13576,DB15660,Drug,CHEMBL2178720
13577,DB15661,Drug,
13578,DB15662,Drug,
13579,DB15663,Drug,
13580,DB15664,Drug,
13581,DB15665,Drug,
13582,DB15666,Drug,CHEMBL1893913
13583,DB15667,Drug,
13584,DB15668,Drug,
13585,DB15669,Drug,CHEMBL3608680
13586,DB15670,Drug,
13587,DB15671,Drug,CHEMBL329091
13588,DB15672,Drug,
13589,DB15673,"J05AX31,J05AX,J05A,J05,J,Drug",CHEMBL4594438
13590,DB15674,Drug,
13591,DB15675,Drug,
13592,DB15676,Drug,
13593,DB15677,Drug,
13594,DB15678,Drug,CHEMBL2104130
13595,DB15679,Drug,CHEMBL1532734
13596,DB15680,Drug,
13597,DB15681,Drug,
13598,DB15682,Drug,
13599,DB15683,Drug,
13600,DB15684,Drug,CHEMBL3759231
13601,DB15685,"L01EX22,L01EX,L01E,L01,L,Drug",CHEMBL4559134
13602,DB15686,Drug,CHEMBL2016757
13603,DB15687,Drug,
13604,DB15688,Drug,CHEMBL2397415
13605,DB15689,Drug,
13606,DB15690,Drug,
13607,DB15691,Drug,
13608,DB15692,Drug,
13609,DB15693,Drug,
13610,DB15694,Drug,CHEMBL3237547
13611,DB15695,Drug,
13612,DB15696,Drug,
13613,DB15697,Drug,
13614,DB15698,Drug,
13615,DB15699,Drug,
13616,DB15700,Drug,
13617,DB15701,Drug,
13618,DB15702,Drug,
13619,DB15703,Drug,
13620,DB15704,Drug,
13621,DB15705,Drug,
13622,DB15706,Drug,
13623,DB15707,Drug,
13624,DB15708,Drug,
13625,DB15709,Drug,
13626,DB15710,Drug,
13627,DB15711,Drug,
13628,DB15712,Drug,
13629,DB15713,Drug,
13630,DB15714,Drug,
13631,DB15715,Drug,
13632,DB15716,Drug,
13633,DB15717,Drug,
13634,DB15718,Drug,
13635,DB15719,"L01FX15,L01FX,L01F,L01,L,Drug",
13636,DB15720,Drug,
13637,DB15721,Drug,
13638,DB15722,Drug,
13639,DB15723,Drug,
13640,DB15724,Drug,
13641,DB15725,Drug,
13642,DB15726,Drug,
13643,DB15727,Drug,
13644,DB15728,Drug,
13645,DB15729,Drug,
13646,DB15730,Drug,
13647,DB15731,Drug,
13648,DB15732,Drug,
13649,DB15733,Drug,
13650,DB15734,Drug,
13651,DB15735,Drug,
13652,DB15736,Drug,
13653,DB15737,Drug,
13654,DB15738,Drug,
13655,DB15739,Drug,
13656,DB15740,Drug,
13657,DB15741,Drug,
13658,DB15742,Drug,
13659,DB15743,Drug,
13660,DB15744,Drug,
13661,DB15745,Drug,
13662,DB15746,Drug,
13663,DB15747,Drug,
13664,DB15748,Drug,
13665,DB15749,Drug,
13666,DB15750,Drug,
13667,DB15751,Drug,
13668,DB15752,Drug,
13669,DB15753,"L03AB03,L03AB,L03A,L03,L,Drug",
13670,DB15756,Drug,
13671,DB15757,Drug,
13672,DB15758,Drug,
13673,DB15759,Drug,CHEMBL1466172
13674,DB15760,Drug,
13675,DB15761,Drug,CHEMBL423875
13676,DB15762,"L04AC19,L04AC,L04A,L04,L,Drug",
13677,DB15763,Drug,
13678,DB15764,Drug,CHEMBL209744
13679,DB15765,Drug,
13680,DB15766,"L01FF10,L01FF,L01F,L01,L,Drug",
13681,DB15767,Drug,
13682,DB15768,Drug,
13683,DB15769,Drug,
13684,DB15770,Drug,
13685,DB15771,Drug,
13686,DB15772,Drug,
13687,DB15773,Drug,
13688,DB15774,Drug,CHEMBL505939
13689,DB15775,Drug,CHEMBL3989742
13690,DB15776,Drug,
13691,DB15777,Drug,
13692,DB15778,Drug,CHEMBL1233550
13693,DB15779,Drug,CHEMBL1605443
13694,DB15780,Drug,CHEMBL1615778
13695,DB15781,Drug,
13696,DB15782,Drug,CHEMBL2106073
13697,DB15783,Drug,CHEMBL1872101
13698,DB15784,Drug,CHEMBL1094785
13699,DB15785,Drug,
13700,DB15786,Drug,
13701,DB15787,Drug,
13702,DB15788,Drug,
13703,DB15789,Drug,
13704,DB15790,Drug,CHEMBL2105171
13705,DB15791,Drug,CHEMBL506044
13706,DB15793,Drug,
13707,DB15794,Drug,
13708,DB15795,Drug,CHEMBL353846
13709,DB15796,Drug,CHEMBL2365410
13710,DB15797,Drug,CHEMBL1821850
13711,DB15798,Drug,
13712,DB15799,Drug,
13713,DB15800,Drug,
13714,DB15801,Drug,
13715,DB15802,Drug,
13716,DB15803,Drug,
13717,DB15804,Drug,
13718,DB15805,Drug,
13719,DB15806,Drug,
13720,DB15807,Drug,
13721,DB15808,Drug,
13722,DB15809,Drug,
13723,DB15810,Drug,
13724,DB15811,Drug,
13725,DB15812,Drug,
13726,DB15813,Drug,
13727,DB15814,Drug,
13728,DB15815,Drug,
13729,DB15816,Drug,
13730,DB15817,Drug,
13731,DB15818,Drug,
13732,DB15819,Drug,CHEMBL3989852
13733,DB15820,Drug,
13734,DB15821,Drug,CHEMBL2107415
13735,DB15822,"L01EX23,L01EX,L01E,L01,L,Drug",CHEMBL4582651
13736,DB15823,Drug,
13737,DB15824,Drug,
13738,DB15825,Drug,CHEMBL3707202
13739,DB15826,Drug,
13740,DB15827,Drug,CHEMBL2106096
13741,DB15830,Drug,CHEMBL1169820
13742,DB15831,Drug,
13743,DB15832,Drug,CHEMBL2104213
13744,DB15833,Drug,
13745,DB15834,Drug,
13746,DB15835,Drug,
13747,DB15836,Drug,
13748,DB15838,Drug,
13749,DB15839,Drug,
13750,DB15840,Drug,
13751,DB15841,Drug,CHEMBL2106901
13752,DB15842,Drug,CHEMBL2016976
13753,DB15843,Drug,
13754,DB15844,Drug,
13755,DB15845,Drug,
13756,DB15846,Drug,
13757,DB15847,Drug,
13758,DB15848,Drug,
13759,DB15849,Drug,
13760,DB15850,Drug,
13761,DB15851,Drug,
13762,DB15852,Drug,
13763,DB15853,Drug,
13764,DB15854,Drug,
13765,DB15855,Drug,
13766,DB15856,Drug,
13767,DB15857,Drug,
13768,DB15858,Drug,
13769,DB15859,Drug,
13770,DB15860,Drug,
13771,DB15861,"C03EA14,C03EA,C03E,C03,C,Drug",CHEMBL2104197
13772,DB15862,Drug,
13773,DB15863,Drug,
13774,DB15864,Drug,
13775,DB15865,Drug,
13776,DB15866,Drug,
13777,DB15867,Drug,
13778,DB15868,Drug,
13779,DB15869,Drug,
13780,DB15870,Drug,
13781,DB15871,Drug,
13782,DB15872,Drug,
13783,DB15873,Drug,
13784,DB15874,"A16AB03,A16AB,A16A,A16,A,Drug",
13785,DB15875,Drug,CHEMBL1605492
13786,DB15876,Drug,
13787,DB15877,Drug,
13788,DB15878,Drug,
13789,DB15879,Drug,
13790,DB15880,"B01AX04,B01AX,B01A,B01,B,Drug",
13791,DB15881,Drug,CHEMBL2104096
13792,DB15882,Drug,
13793,DB15883,Drug,CHEMBL2106889
13794,DB15884,Drug,CHEMBL1620780
13795,DB15885,Drug,
13796,DB15886,Drug,
13797,DB15887,"V09IX07,V09IX,V09I,V09,V,Drug",
13798,DB15888,Drug,CHEMBL1722893
13799,DB15889,Drug,
13800,DB15890,Drug,
13801,DB15891,Drug,
13802,DB15892,Drug,
13803,DB15893,Drug,
13804,DB15894,Drug,
13805,DB15895,Drug,
13806,DB15897,Drug,
13807,DB15898,Drug,
13808,DB15899,Drug,
13809,DB15900,Drug,
13810,DB15901,Drug,
13811,DB15902,Drug,CHEMBL2106269
13812,DB15903,Drug,CHEMBL110691
13813,DB15904,Drug,
13814,DB15905,Drug,CHEMBL268493
13815,DB15906,Drug,CHEMBL116336
13816,DB15907,Drug,
13817,DB15908,Drug,
13818,DB15909,Drug,
13819,DB15910,Drug,
13820,DB15911,Drug,CHEMBL25146
13821,DB15912,Drug,CHEMBL2251447
13822,DB15914,Drug,
13823,DB15915,Drug,CHEMBL2106181
13824,DB15916,Drug,CHEMBL452630
13825,DB15917,Drug,CHEMBL2268550
13826,DB15918,Drug,
13827,DB15919,Drug,CHEMBL221326
13828,DB15920,Drug,CHEMBL1719455
13829,DB15921,Drug,CHEMBL1084541
13830,DB15922,Drug,
13831,DB15923,Drug,
13832,DB15924,Drug,
13833,DB15925,Drug,
13834,DB15926,Drug,CHEMBL2105849
13835,DB15927,Drug,CHEMBL47769
13836,DB15928,Drug,
13837,DB15929,Drug,
13838,DB15930,Drug,CHEMBL46917
13839,DB15931,Drug,CHEMBL495665
13840,DB15932,Drug,CHEMBL1407943
13841,DB15933,Drug,CHEMBL225164
13842,DB15934,Drug,
13843,DB15935,"A16AX18,A16AX,A16A,A16,A,Drug",
13844,DB15936,Drug,
13845,DB15937,Drug,
13846,DB15938,Drug,
13847,DB15939,Drug,
13848,DB15940,Drug,
13849,DB15941,Drug,
13850,DB15942,Drug,CHEMBL1397608
13851,DB15943,Drug,
13852,DB15944,Drug,CHEMBL1159684
13853,DB15945,Drug,CHEMBL1372341
13854,DB15946,Drug,CHEMBL1473700
13855,DB15947,"A03DA02,A03DA,A03D,A03,A,Drug",CHEMBL2104821
13856,DB15948,Drug,CHEMBL3186049
13857,DB15949,Drug,CHEMBL123325
13858,DB15950,Drug,
13859,DB15951,Drug,
13860,DB15952,Drug,CHEMBL1644698
13861,DB15953,Drug,CHEMBL24640
13862,DB15954,Drug,CHEMBL227934
13863,DB15955,Drug,CHEMBL79686
13864,DB15956,Drug,CHEMBL449810
13865,DB15957,Drug,CHEMBL3183581
13866,DB15958,Drug,CHEMBL416503
13867,DB15959,Drug,
13868,DB15960,Drug,CHEMBL2111065
13869,DB15961,Drug,
13870,DB15962,Drug,
13871,DB15963,Drug,CHEMBL1403899
13872,DB15964,Drug,CHEMBL1209885
13873,DB15965,Drug,
13874,DB15966,Drug,
13875,DB15967,Drug,CHEMBL1624767
13876,DB15968,Drug,
13877,DB15969,Drug,CHEMBL1697827
13878,DB15970,"S01CA09,S01CA,S01C,S01,S,Drug",
13879,DB15971,Drug,CHEMBL64249
13880,DB15972,"H02AA03,H02AA,H02A,H02,H,Drug",
13881,DB15973,Drug,CHEMBL3707263
13882,DB15974,Drug,
13883,DB15975,"J01EE03,J01EE,J01E,J01,J,Drug",CHEMBL2105398
13884,DB15976,"J01EE06,J01EE,J01E,J01,J,Drug",CHEMBL32039
13885,DB15977,Drug,CHEMBL1409937
13886,DB15978,Drug,CHEMBL1887666
13887,DB15979,Drug,CHEMBL1515447
13888,DB15980,Drug,CHEMBL3392074
13889,DB15981,Drug,CHEMBL3251862
13890,DB15982,"B06AC06,B06AC,B06A,B06,B,Drug",
13891,DB15983,Drug,CHEMBL3989469
13892,DB15984,Drug,CHEMBL519327
13893,DB15985,Drug,CHEMBL93515
13894,DB15986,Drug,
13895,DB15987,Drug,
13896,DB15988,Drug,
13897,DB15989,Drug,
13898,DB15990,Drug,CHEMBL330038
13899,DB15991,Drug,CHEMBL53400
13900,DB15992,Drug,CHEMBL2110990
13901,DB15993,Drug,
13902,DB15994,Drug,CHEMBL17564
13903,DB15995,Drug,CHEMBL1352
13904,DB15996,Drug,
13905,DB15997,Drug,
13906,DB15998,Drug,
13907,DB15999,Drug,
13908,DB16000,Drug,CHEMBL1700554
13909,DB16001,Drug,CHEMBL1473654
13910,DB16002,Drug,CHEMBL3189011
13911,DB16003,Drug,CHEMBL2356993
13912,DB16004,Drug,CHEMBL2106599
13913,DB16005,Drug,CHEMBL1489254
13914,DB16006,Drug,
13915,DB16007,Drug,
13916,DB16008,Drug,CHEMBL360861
13917,DB16009,Drug,CHEMBL3356433
13918,DB16010,Drug,
13919,DB16011,Drug,
13920,DB16012,Drug,CHEMBL3707403
13921,DB16013,Drug,CHEMBL4297428
13922,DB16014,Drug,CHEMBL482035
13923,DB16015,Drug,CHEMBL4297360
13924,DB16016,Drug,
13925,DB16017,Drug,
13926,DB16018,Drug,
13927,DB16019,"V09IX14,V09IX,V09I,V09,V,Drug",
13928,DB16020,Drug,CHEMBL2107306
13929,DB16021,"N05AL07,N05AL,N05A,N05,N,Drug",CHEMBL267044
13930,DB16022,Drug,CHEMBL2107485
13931,DB16023,Drug,CHEMBL2106811
13932,DB16024,"V04CX01,V04CX,V04C,V04,V,Drug",CHEMBL1646
13933,DB16025,Drug,
13934,DB16026,Drug,
13935,DB16027,Drug,
13936,DB16028,Drug,CHEMBL4291468
13937,DB16029,Drug,
13938,DB16030,Drug,CHEMBL4441423
13939,DB16031,Drug,CHEMBL4297500
13940,DB16032,Drug,CHEMBL218227
13941,DB16033,Drug,
13942,DB16034,Drug,CHEMBL4594413
13943,DB16035,Drug,CHEMBL4080062
13944,DB16036,Drug,CHEMBL3945728
13945,DB16037,Drug,CHEMBL3334624
13946,DB16038,Drug,
13947,DB16039,Drug,
13948,DB16040,Drug,CHEMBL79261
13949,DB16041,Drug,
13950,DB16042,Drug,
13951,DB16043,Drug,
13952,DB16044,Drug,CHEMBL3329435
13953,DB16045,Drug,CHEMBL3746388
13954,DB16046,Drug,CHEMBL4297445
13955,DB16047,Drug,CHEMBL483465
13956,DB16048,Drug,CHEMBL3304244
13957,DB16049,Drug,CHEMBL2263632
13958,DB16050,Drug,
13959,DB16051,Drug,
13960,DB16052,Drug,CHEMBL4297252
13961,DB16053,Drug,
13962,DB16054,Drug,
13963,DB16055,Drug,CHEMBL4173075
13964,DB16056,Drug,CHEMBL3673452
13965,DB16057,Drug,CHEMBL4297474
13966,DB16058,Drug,CHEMBL4297481
13967,DB16059,Drug,CHEMBL3982723
13968,DB16060,Drug,CHEMBL4112578
13969,DB16061,Drug,CHEMBL4297488
13970,DB16062,Drug,CHEMBL2360841
13971,DB16063,Drug,CHEMBL3644587
13972,DB16064,Drug,
13973,DB16065,Drug,
13974,DB16066,Drug,CHEMBL2178573
13975,DB16067,Drug,CHEMBL2338801
13976,DB16068,Drug,
13977,DB16069,Drug,CHEMBL1092665
13978,DB16070,Drug,CHEMBL4297468
13979,DB16071,Drug,
13980,DB16072,Drug,
13981,DB16073,Drug,CHEMBL3937907
13982,DB16074,Drug,CHEMBL3139186
13983,DB16075,Drug,
13984,DB16076,Drug,CHEMBL4297492
13985,DB16077,Drug,
13986,DB16078,Drug,
